0.315232,0.007683
-0.145648,-0.001656
-0.167561,-0.560143
-0.097563,-0.239261
-0.174560,-0.996807
-0.290680,-1.034345
-0.258517,-1.351314
-0.558698,-1.083909
-0.637990,-1.920241
-0.716040,-1.285091
-0.688636,-2.226969
-1.376612,-1.778321
-1.571569,-1.943782
-1.387013,-2.100332
-1.800527,-1.916720
-1.619582,-1.748808
-2.169291,-2.070081
-2.427488,-2.028624
-2.166298,-2.158108
-2.774383,-1.986828
-2.098578,-2.235165
-2.713435,-1.300360
-2.073987,-1.359836
-2.449192,-1.212718
-2.635805,-1.339471
-2.317019,-0.840335
-2.567324,-0.544118
-2.692012,-0.114943
-2.355087,-0.500932
-1.986591,-0.180015
-2.198409,0.392414
-2.486275,0.380402
-2.305141,0.955957
-1.853568,1.122118
-2.406006,0.800767
-2.576387,0.810017
-2.182745,1.357328
-2.001077,1.457195
-1.749327,1.555408
-1.771946,1.481548
-1.207565,1.598299
-1.254104,1.902852
-1.678663,1.890814
-1.284317,1.782983
-0.862832,1.989079
-1.040820,1.978615
-0.837479,2.000356
-0.841547,1.930724
-0.339459,1.885208
-0.334027,1.495029
0.139364,1.650219
-0.186295,1.564559
0.131687,1.729172
-0.243556,1.386334
0.016401,1.435673
-0.286884,1.611315
-0.182693,1.157170
0.265136,1.377871
0.081155,1.286396
0.338007,1.020708
0.010345,1.803894
-0.106781,1.463098
0.230549,1.074370
0.116444,1.310426
0.072405,1.654954
0.326369,1.551222
0.026440,1.230038
-0.443248,1.332379
-0.177531,0.919348
-0.379588,1.038081
-0.576641,0.964593
-0.376335,0.985543
-0.551594,1.104881
-0.626267,0.692059
-0.866040,0.917004
-0.533386,1.036250
-0.383574,0.641025
-0.958459,0.737960
-0.863131,0.803956
-0.848464,0.756893
-0.877421,1.006022
-1.088462,0.941185
-0.912722,0.541447
-1.105294,0.638442
-1.222095,0.701746
-1.147780,0.637663
-1.119106,0.574062
-0.765856,0.727136
-1.190813,0.586820
-0.867516,0.950890
-1.234159,1.037546
-1.225649,0.344770
-1.607848,0.663198
-1.510676,0.509077
-1.787056,0.308445
-2.052918,0.843109
-1.610853,0.646957
-2.195447,0.754235
-2.346990,1.021565
-1.699677,0.312447
-2.298196,1.056576
-1.894041,0.971170
-2.305477,1.519122
-1.751881,1.231977
-1.905435,0.456249
-2.000610,1.322100
-1.824103,1.518448
-2.350184,1.394747
-1.607562,1.574907
-1.715670,1.639390
-1.745538,0.702090
-1.867091,1.425750
-1.852926,1.350336
-1.302607,1.459152
-0.801916,1.530249
-1.474067,1.129174
-1.013121,1.859037
-1.335226,1.195845
-1.248805,1.370163
-1.322497,0.821418
-1.061170,1.544178
-0.832342,1.202012
-0.967340,1.913241
-0.699536,1.023907
-0.924698,1.133178
-0.336635,1.921700
-0.448351,1.480888
-0.986321,1.731414
-0.980830,1.522383
-0.565987,1.415401
-0.765827,0.913203
-0.129116,1.426837
-0.324860,1.761656
-0.764244,1.856494
-0.591496,1.352288
-0.803546,1.382563
-0.455861,1.205349
-0.874958,1.272533
-0.052935,1.342290
-0.817953,0.918580
-0.836309,1.084215
-0.388064,0.738554
-0.361968,1.506597
-0.481329,0.833215
-0.389393,0.617725
-1.439713,0.710233
-0.737973,1.173040
-1.237917,0.876876
-0.791625,0.972004
-1.146250,0.293557
-1.038433,1.060054
-1.140506,1.042973
-1.435720,0.219234
-1.536402,0.779643
-1.513955,0.372159
-1.432072,0.534646
-1.231495,0.364069
-1.770091,0.039709
-1.840085,0.575899
-1.708450,0.489646
-1.734794,-0.317399
-1.661294,0.470352
-1.497598,0.681975
-1.464772,0.290574
-1.371625,0.173363
-1.649686,-0.212823
-1.470251,0.025097
-1.713841,0.317795
-1.705397,0.303731
-1.488872,-0.040668
-1.870769,0.374761
-1.769175,0.831812
-1.886572,-0.754535
-1.706239,0.097627
-1.568077,0.070614
-1.493934,-0.402440
-1.999317,0.358320
-1.539395,0.147760
-1.797055,-0.219680
-1.759830,0.047570
-1.698300,-0.147001
-1.654457,-0.192616
-2.129331,0.263846
-1.810446,-0.414460
-1.440606,-0.553448
-1.995870,-0.919350
-1.697028,-0.129910
-1.699903,-0.546841
-1.747098,-0.277468
-1.776752,0.598669
-1.361703,-0.603887
-1.499619,-0.804050
-1.228536,-0.817759
-1.578681,-0.245068
-1.780925,-0.365738
-1.557308,-0.536634
-1.153564,-0.002445
-1.301622,-0.580288
-1.547427,-1.174996
-1.748910,-1.535750
-1.378932,-1.426756
-0.931723,-1.630768
-1.355551,-1.218505
-0.953935,-1.991372
-0.728059,-2.061828
-1.154248,-2.359283
0.018891,-2.371995
0.145422,-2.798135
1.086530,-3.281432
1.224022,-3.941366
0.207262,-3.181367
0.123421,-3.556739
-0.105610,-3.451777
-0.220488,-3.038469
-0.583496,-2.455267
0.218897,-2.810333
-0.367801,-2.463813
0.051195,-2.917002
0.144894,-2.262098
0.489973,-2.238676
0.113555,-2.554688
-0.214995,-2.485307
0.374518,-2.192519
0.084118,-2.534072
-0.413055,-2.201487
-0.680264,-2.093971
0.256992,-2.276558
-0.014553,-2.119592
0.940300,-1.961324
-0.091249,-1.883791
-0.258839,-2.460071
0.610493,-1.938376
-0.053471,-2.074173
0.101349,-2.040810
-0.166774,-2.305739
0.206352,-1.877035
0.283430,-2.270619
-0.094284,-1.823571
0.157721,-1.973924
0.154423,-2.231008
0.067757,-1.773518
0.566277,-2.083697
0.041431,-2.030246
0.397206,-2.148923
0.821862,-1.844004
0.349538,-2.264418
0.200194,-2.120418
0.404567,-2.010309
-0.070038,-2.180712
0.035138,-1.941529
-0.188620,-1.991358
0.017354,-2.108845
0.468412,-1.707434
0.193551,-1.777789
0.613387,-2.115251
-0.131814,-2.388336
0.354061,-2.015544
0.640611,-1.889600
0.346920,-2.240236
0.353931,-1.907986
-0.110433,-1.856107
-0.375814,-2.391308
-0.862159,-2.217509
-0.489539,-2.002045
0.001223,-2.207297
0.040281,-2.082395
-0.201008,-1.865345
0.686838,-1.982057
-0.663440,-1.791688
0.105350,-1.995247
0.335020,-1.973066
-0.049906,-1.972049
0.383031,0.016192
-0.348451,0.114593
-0.001446,-0.013920
-0.165929,-0.715451
-0.103963,-0.444445
-0.190251,-1.243119
-0.386582,-1.243873
-0.219113,-1.144341
-0.441523,-1.550377
-0.836711,-1.953864
-1.081206,-1.907800
-1.139990,-1.943853
-1.449686,-1.746986
-1.435737,-2.004923
-1.357548,-2.573967
-1.928558,-1.999680
-1.725500,-2.326460
-2.419285,-1.676824
-2.402589,-1.666723
-3.070494,-1.353565
-1.835761,-2.356019
-2.614792,-1.505404
-2.048829,-1.942106
-2.193110,-0.952519
-2.061054,-1.346916
-2.323684,-0.814356
-2.441615,-0.705341
-2.189598,-0.504319
-1.986629,-0.816851
-2.518680,-0.655500
-2.676318,-0.088494
-2.436673,-0.035539
-2.537024,0.308912
-1.972379,1.065245
-2.163180,0.610156
-2.126571,1.571323
-1.996182,0.885126
-1.804840,1.578344
-1.606212,1.374326
-1.841362,1.774852
-1.464969,1.664593
-1.746805,1.590292
-0.837512,2.257774
-1.289112,1.871306
-0.782018,2.003393
-0.850454,1.681103
-0.988659,1.453638
-0.516977,1.467833
-0.228169,1.809374
0.102090,1.638580
-0.163988,1.698056
0.432433,1.723943
0.455903,1.532375
0.519224,1.365630
0.795150,1.883178
0.790018,1.643261
1.065103,1.435925
0.840904,1.838803
0.653429,1.517427
0.259306,1.648513
0.669814,1.315180
0.729062,1.712858
0.759304,1.298459
0.520471,1.515852
0.566601,1.117532
0.700043,1.435869
0.064666,1.234816
0.226404,1.000815
0.429695,1.324360
0.388230,1.135594
0.380650,1.032845
0.250203,1.261755
-0.043223,0.936479
0.105036,0.753783
-0.317687,0.897650
-0.362040,0.688980
-0.462942,1.224220
-0.567689,0.958779
-0.670782,0.614163
-0.648627,0.898256
-0.630082,0.683574
-0.934642,0.703594
-0.605065,0.426346
-0.810375,0.313317
-1.106088,0.157725
-0.942125,0.535868
-0.544927,0.208043
-1.050828,0.490526
-1.045308,0.261068
-1.127722,0.556311
-1.086324,0.652637
-1.253251,0.365124
-1.628822,0.384586
-1.387896,0.070393
-1.635076,0.648501
-1.842182,0.592129
-1.109726,0.327862
-0.789197,0.139664
-1.262955,0.367741
-1.383013,0.316494
